Date,Open,High,Low,Close,Adj Close,Volume
1997-01-02,30.000000,30.000000,29.250000,29.500000,15.630466,4237700
1997-01-03,29.750000,30.000000,29.625000,29.750000,15.762932,2795500
1997-01-06,29.875000,30.000000,28.875000,29.250000,15.498012,5361400
1997-01-07,29.125000,29.500000,28.875000,29.500000,15.630466,4311600
1997-01-08,29.625000,29.875000,29.375000,29.625000,15.696695,3346800
1997-01-09,29.625000,29.750000,29.125000,29.250000,15.498012,4212900
1997-01-10,28.875000,29.250000,28.625000,29.125000,15.431776,5606200
1997-01-13,29.125000,29.750000,29.000000,29.500000,15.630466,3874100
1997-01-14,29.500000,29.875000,29.500000,29.750000,15.762932,3561100
1997-01-15,29.625000,29.750000,29.500000,29.625000,15.696695,3739000
1997-01-16,29.625000,30.250000,29.500000,30.250000,16.027857,5840300
1997-01-17,30.250000,30.625000,30.125000,30.500000,16.160311,6340000
1997-01-20,30.750000,32.000000,30.625000,31.250000,16.557693,6673200
1997-01-21,31.125000,32.000000,31.125000,31.750000,16.822632,5959200
1997-01-22,31.625000,32.000000,31.500000,32.000000,16.955084,4539600
1997-01-23,35.000000,35.875000,33.875000,35.500000,18.809547,30608400
1997-01-24,35.000000,35.250000,33.750000,33.875000,17.948549,15491900
1997-01-27,34.125000,34.500000,34.000000,34.125000,18.081009,8446400
1997-01-28,34.750000,35.000000,34.000000,34.500000,18.279705,8297100
1997-01-29,34.500000,34.750000,34.125000,34.250000,18.147247,5630400
1997-01-30,34.500000,34.625000,34.125000,34.500000,18.279705,4385800
1997-01-31,34.500000,34.875000,34.375000,34.875000,18.478390,5257700
1997-02-03,34.625000,34.750000,33.875000,34.125000,18.081009,4219500
1997-02-04,33.375000,33.625000,32.625000,32.875000,17.418701,10917200
1997-02-05,32.625000,32.875000,31.500000,31.875000,16.888863,11708400
1997-02-06,31.875000,32.500000,31.750000,32.375000,17.153767,6027300
1997-02-07,32.375000,32.750000,31.750000,32.250000,17.087551,4643200
1997-02-10,32.125000,32.750000,32.125000,32.250000,17.087551,3711900
1997-02-11,32.500000,32.625000,32.250000,32.500000,17.220007,3102300
1997-02-12,32.250000,32.375000,31.750000,32.250000,17.087551,4532800
1997-02-13,32.125000,32.375000,31.875000,31.875000,16.888863,4405200
1997-02-14,32.000000,32.375000,31.750000,32.250000,17.087551,5225100
1997-02-18,32.125000,32.750000,32.000000,32.750000,17.352470,3515400
1997-02-19,32.500000,33.250000,32.500000,32.875000,17.418701,4414500
1997-02-20,32.875000,34.000000,32.875000,33.500000,17.749859,6854800
1997-02-21,33.875000,34.875000,33.750000,34.500000,18.279705,8611900
1997-02-24,34.500000,34.625000,34.000000,34.125000,18.081009,4923200
1997-02-25,34.375000,34.625000,33.875000,33.875000,17.948549,3833700
1997-02-26,33.000000,33.750000,32.500000,33.000000,17.484938,5652600
1997-02-27,33.125000,33.750000,32.875000,33.125000,17.551163,4063000
1997-02-28,33.000000,33.625000,32.875000,33.000000,17.484938,4453800
1997-03-03,32.750000,33.625000,32.750000,33.375000,17.683634,2895600
1997-03-04,33.125000,33.375000,32.125000,32.250000,17.087551,3983800
1997-03-05,32.500000,32.625000,32.000000,32.250000,17.087551,4086000
1997-03-06,32.250000,32.500000,31.875000,31.875000,16.888863,4370600
1997-03-07,31.875000,32.000000,31.625000,31.750000,16.822632,4196000
1997-03-10,32.000000,32.125000,31.750000,32.000000,16.955084,2817200
1997-03-11,31.875000,32.750000,31.750000,32.500000,17.220007,4694300
1997-03-12,32.625000,32.750000,32.000000,32.000000,17.015297,4182800
1997-03-13,31.875000,32.000000,31.375000,31.375000,16.682970,3827700
1997-03-14,31.375000,31.875000,30.875000,31.125000,16.550037,4452600
1997-03-17,31.125000,31.125000,30.750000,30.875000,16.417103,4335500
1997-03-18,31.000000,31.375000,30.750000,31.000000,16.483572,4538900
1997-03-19,31.125000,32.125000,31.125000,32.000000,17.015297,4532700
1997-03-20,32.000000,32.750000,32.000000,32.625000,17.347624,4527100
1997-03-21,32.875000,33.250000,32.375000,32.500000,17.281160,5043800
1997-03-24,32.625000,32.875000,32.250000,32.750000,17.414093,2857200
1997-03-25,32.625000,33.250000,32.500000,33.250000,17.679955,3316300
1997-03-26,33.250000,33.375000,32.500000,33.250000,17.679955,2782500
1997-03-27,33.250000,33.625000,33.000000,33.250000,17.679955,3808700
1997-03-31,33.125000,33.250000,32.000000,32.375000,17.214691,4782300
1997-04-01,32.500000,32.500000,31.625000,31.875000,16.948830,3868000
1997-04-02,31.625000,32.125000,31.500000,31.875000,16.948830,3449500
1997-04-03,31.500000,31.875000,31.250000,31.875000,16.948830,2689700
1997-04-04,31.500000,31.750000,31.125000,31.625000,16.815897,3565800
1997-04-07,31.750000,32.250000,31.625000,32.125000,17.081760,2906300
1997-04-08,32.000000,32.375000,31.875000,32.125000,17.081760,2350800
1997-04-09,32.125000,32.875000,32.125000,32.750000,17.414093,3126100
1997-04-10,32.750000,33.375000,32.750000,33.000000,17.547022,3667500
1997-04-11,32.750000,33.125000,31.875000,31.875000,16.948830,3315600
1997-04-14,31.875000,32.750000,31.875000,32.625000,17.347624,3160100
1997-04-15,32.750000,33.125000,32.500000,32.875000,17.480553,3499200
1997-04-16,32.500000,33.250000,32.500000,32.875000,17.480553,3661400
1997-04-17,32.750000,33.625000,32.750000,33.250000,17.679955,4172200
1997-04-18,33.250000,33.375000,32.875000,33.125000,17.613491,3096800
1997-04-21,32.875000,33.375000,32.500000,32.750000,17.414093,2270300
1997-04-22,32.625000,33.625000,32.250000,33.500000,17.812883,3516200
1997-04-23,33.500000,33.625000,33.125000,33.250000,17.679955,2346000
1997-04-24,33.250000,33.625000,33.000000,33.500000,17.812883,2536500
1997-04-25,33.125000,33.250000,31.875000,32.000000,17.015297,4437000
1997-04-28,32.000000,32.125000,31.000000,31.250000,16.616501,4560900
1997-04-29,34.000000,34.750000,33.625000,34.375000,18.278145,12075500
1997-04-30,33.625000,34.875000,33.500000,34.875000,18.544010,6030300
1997-05-01,34.500000,35.125000,34.500000,34.875000,18.544010,5352700
1997-05-02,34.750000,35.625000,34.750000,35.500000,18.876335,4673000
1997-05-05,35.500000,36.875000,35.125000,36.625000,19.474531,6794300
1997-05-06,36.500000,36.875000,36.250000,36.375000,19.341608,5609300
1997-05-07,36.250000,36.500000,35.875000,36.125000,19.208679,3683700
1997-05-08,35.250000,36.250000,35.250000,35.250000,18.743416,3900900
1997-05-09,35.500000,36.625000,35.500000,36.500000,19.408073,3272100
1997-05-12,36.375000,37.375000,36.375000,36.750000,19.541008,4797700
1997-05-13,36.875000,37.125000,36.625000,36.875000,19.607471,4150900
1997-05-14,37.125000,37.500000,37.000000,37.125000,19.740408,3516300
1997-05-15,37.000000,37.500000,36.875000,37.375000,19.873335,2310300
1997-05-16,37.125000,37.625000,36.750000,36.750000,19.541008,4771000
1997-05-19,36.625000,37.875000,36.625000,37.500000,19.939800,3072300
1997-05-20,37.375000,37.625000,36.750000,37.500000,19.939800,3356700
1997-05-21,37.500000,37.625000,36.125000,36.250000,19.275135,4423700
1997-05-22,36.125000,36.375000,35.375000,35.500000,18.876335,4879300
1997-05-23,35.500000,36.500000,35.500000,36.500000,19.408073,3739900
1997-05-27,36.125000,37.375000,36.000000,37.000000,19.673933,4306700
1997-05-28,36.625000,37.625000,36.625000,37.375000,19.873335,3951500
1997-05-29,37.250000,37.625000,37.250000,37.375000,19.873335,2757800
1997-05-30,37.000000,37.750000,36.750000,36.750000,19.541008,5550200
1997-06-02,37.625000,38.375000,37.500000,37.750000,20.072739,5966500
1997-06-03,37.500000,38.375000,37.500000,38.125000,20.272127,3803900
1997-06-04,38.000000,38.125000,35.625000,36.000000,19.142204,9985300
1997-06-05,36.750000,37.375000,36.375000,36.750000,19.541008,9514100
1997-06-06,36.875000,37.375000,36.875000,37.125000,19.740408,3347200
1997-06-09,37.125000,37.500000,36.750000,37.375000,19.873335,3875300
1997-06-10,37.375000,37.625000,37.125000,37.625000,20.006266,2700900
1997-06-11,37.500000,37.875000,36.875000,37.875000,20.206326,3953200
1997-06-12,38.375000,38.750000,38.000000,38.625000,20.606447,4100800
1997-06-13,38.250000,39.375000,38.250000,39.000000,20.806513,5672900
1997-06-16,38.625000,39.000000,38.375000,38.500000,20.539774,3429600
1997-06-17,38.125000,38.625000,37.875000,38.500000,20.539774,3598200
1997-06-18,38.250000,38.750000,38.125000,38.750000,20.673143,2286500
1997-06-19,38.500000,39.250000,38.250000,38.500000,20.539774,2874600
1997-06-20,38.250000,38.500000,38.125000,38.125000,20.339703,4917700
1997-06-23,37.750000,38.125000,37.000000,37.125000,19.806208,4052100
1997-06-24,37.375000,37.562500,36.625000,37.312500,19.906237,4724400
1997-06-25,37.000000,37.875000,36.812500,37.000000,19.739511,4194400
1997-06-26,36.875000,37.625000,36.875000,37.250000,19.872890,3509400
1997-06-27,37.250000,38.750000,37.250000,37.875000,20.206326,4402300
1997-06-30,38.125000,38.437500,37.500000,37.562500,20.039612,4374800
1997-07-01,37.562500,38.500000,37.562500,38.250000,20.406385,3927400
1997-07-02,38.062500,38.250000,37.750000,38.000000,20.273020,4736400
1997-07-03,38.437500,39.000000,38.312500,38.937500,20.773182,2954200
1997-07-07,39.000000,39.500000,38.750000,39.000000,20.806513,3951800
