,id,low,middle,high
0,000001,1.0436009152744161,3.6503863124289957,9.9660142974335
1,000002,1.102033772380121,4.085411012679353,9.463662811392124
2,000004,1.4332763828944204,4.859331772717603,11.546315101029231
3,000005,1.1013310433662444,3.904842342342342,10.820179144836912
4,000006,1.2613522455778083,4.3296725279561485,11.855276343903034
5,000007,1.4640463266697068,5.010840108401087,11.997568019455848
6,000008,1.1722621521022518,4.255944012247324,10.959466707531986
7,000009,1.369113430654206,4.76839458100106,12.271594897477478
8,000010,1.398124299561548,5.117324185248716,12.41100877253007
9,000011,1.1904761904761934,5.110132158590309,11.891891891891877
10,000012,1.517101878896196,4.5407436427096,11.727395731953392
11,000014,1.1332175402698053,4.869421010243561,12.608334103298533
12,000016,1.3333333333333344,4.07766990291262,9.819208348620108
13,000017,1.4084507042253551,4.755205771437935,13.116485501260993
14,000019,1.2515723270440313,4.5422101383487705,11.808391095550139
15,000020,1.2269938650306762,4.610492845786964,11.77162460181327
16,000021,1.081919128430758,4.24601518026565,10.537409096511768
17,000023,1.1688773298656272,4.415129263629615,11.217673093169587
18,000025,1.2064343163538855,4.908616187989563,13.543145761725764
19,000026,1.2349390355673382,4.103922567498724,10.40328175761247
20,000027,0.9900990099009961,3.009641509101391,7.709824333116452
21,000028,1.2298204395315673,4.29019463422363,10.032786885245901
22,000029,1.4045446664136008,4.7489208633093565,12.624810892586996
23,000030,1.387733086762208,4.558151345860837,11.13992342499131
24,000031,1.3228070175438493,5.114638447971782,11.891402133401868
25,000032,1.315789473684219,4.39492604160528,9.828903414399807
26,000034,1.3630856840642296,5.161290322580637,13.338996448619536
27,000035,1.4632147838214695,4.915044396234989,10.715830070706481
28,000036,1.1921539379474921,4.310791162807189,10.98188537671137
29,000037,1.1100769316685684,4.584349283754949,12.302223619337552
30,000038,1.1463940315004133,5.027091074840349,12.726998491704387
31,000039,1.131873331305542,4.33713938363103,9.484302862419206
32,000040,1.0229132997557555,3.8557862546273918,10.425086047707206
33,000042,1.1611030478955018,4.123711340206179,9.9669603524229
34,000045,1.3542808651177773,4.597129375898165,11.339275103980988
35,000046,1.0961581320395681,4.284292821606251,11.717389440681908
36,000048,1.251518113688208,4.4776185933724975,10.536434108527134
37,000049,1.2859364045292365,4.764242951033559,11.898556149732606
38,000050,1.412645553777661,4.976501305483016,12.185648452929565
39,000055,1.1969401388051313,4.16840640222687,11.55753468329958
40,000056,1.4456912467040817,4.8968845985081115,13.435369231282614
41,000058,1.4154945726953045,4.841874483292691,12.072106824925816
42,000059,1.2653963575113132,4.53808950758392,10.441249999999997
43,000060,1.2839915093499454,4.704787723930117,11.269672945176662
44,000061,0.9860380492821181,3.919930716844471,9.450361193626795
45,000062,1.156069364161842,4.246284501061575,10.87088167376579
46,000063,1.1076094232818618,4.115463334880811,9.202944948929812
47,000065,1.0927025474047196,4.404959953350373,11.607380168534235
48,000066,1.4158138167611467,4.405723735277242,11.241019296630999
49,000068,1.3777904436211708,4.735921725066921,11.542366263178439
50,000069,1.1865524060645993,4.461942257217837,9.709480122324155
51,000070,1.4293145086382997,4.474683379845452,11.074249605055293
52,000078,1.0760753099648017,3.6617886178861805,11.009851306268414
53,000088,1.1867167366173323,3.42564476693746,9.143855724870686
54,000089,0.9104704097116919,3.092783505154634,7.929271825728446
55,000090,1.269583649061011,4.306051876223308,10.820109007661724
56,000096,1.0702230722380652,3.944945907681643,8.647609681005736
57,000099,1.0925351914763461,3.6946568477519213,9.897518477841441
58,000100,1.3118775000286482,3.878593944025225,9.523300757313896
59,000150,1.2326443552892346,4.883186821889607,13.153658536585375
60,000151,1.1353711790393082,4.115226337448557,11.099476439790562
61,000153,1.28878418374431,3.8424615384615413,10.022652693976926
62,000155,1.4334191330370385,4.963418173811214,12.09174738473461
63,000156,1.0133786147988075,3.4995986698773014,9.759019741320632
64,000157,1.0071942446043078,4.293893129770986,9.738309528468012
65,000158,1.3325504324200603,4.450413072751754,11.606571544147396
66,000159,1.454326502525104,4.803803186773285,12.651650191757147
67,000166,0.7900799123752362,2.506912442396323,6.025609217238849
68,000301,1.0274449707439535,3.6699313295057983,9.449635730123545
69,000333,0.9935897435897508,3.777923784494082,7.069745298738393
70,000338,1.3256484149855725,4.27995971802619,9.676331759946057
71,000400,1.2464046021093076,4.367088607594922,10.747663551401873
72,000401,1.2554403818254398,4.701561065197421,11.222643477563137
73,000402,0.9828009828009764,3.5846724351050794,8.708552022229082
74,000403,1.0197825409935881,4.173202565296409,9.551803363967402
75,000404,1.3280216387851775,4.372345182204333,10.383213096818107
76,000407,1.2837002226069798,4.378231441446373,10.05016376122558
77,000408,1.2010443864229787,4.5977011494252915,10.932400932400924
78,000409,1.4749348015068187,5.070629242340855,12.599154299473112
79,000410,1.4148274665741472,4.710809978441643,10.977541261501363
80,000411,1.413881748071972,4.632352941176476,12.062256809338534
81,000413,1.3140694874441017,4.5058637017438885,11.22007722007723
82,000415,1.126881788984612,4.573173391494005,10.625966594494276
83,000416,1.2905558306518363,4.871383123769127,11.900650502661142
84,000417,1.0000000000000009,3.3807829181494573,8.607219827586203
85,000419,1.2083531588686147,4.087591240875916,10.134273676497532
86,000420,1.4354066985646052,4.063860667634256,9.842221135029359
87,000421,1.1086488150200062,3.6911532762988184,8.391157229866913
88,000422,1.2121212121212042,4.0238450074515715,9.682299546142204
89,000423,1.2583745478703738,3.8019047619047726,7.82504251416023
90,000425,1.0524470685917178,4.326069282782417,10.704560913978836
91,000426,1.2652898067954643,4.761904761904759,11.092649363035626
92,000428,1.253132832080196,4.125177809388337,10.306242638398116
93,000429,0.8458239738615388,2.740167912328447,6.360942249240115
94,000430,1.1551817869148877,3.741379310344825,9.10224703222161
95,000488,1.265822784810122,3.750000000000013,8.281832362852626
96,000498,1.2317187610113924,4.248546757717704,10.868317903342762
97,000501,1.2415752610017192,4.112637362637368,9.59467812219921
98,000502,1.266047055709483,4.650645393607004,11.258973490081585
99,000503,1.5839832449158309,5.471634632592433,12.318561544531928
100,000504,1.485185185185179,5.652191707935992,13.489078719723173
101,000505,1.39889730762257,5.274872988992373,11.775735294117654
102,000506,1.2349715347000603,4.4473351856529355,12.332025117739407
103,000507,1.3396940390086414,4.299775449101795,11.239704882005134
104,000509,1.6742412402713074,5.2365401588702545,11.784495862185459
105,000510,1.3057733428367873,4.748330914368646,11.220865082922458
106,000513,1.1890130898733908,4.236416521233272,9.62030252652752
107,000514,1.0666666666666678,4.306220095693795,11.786372007366493
108,000516,1.3452413170951787,4.341570222083195,10.511278195488712
109,000517,0.8982796883039261,3.893660235021036,11.505664407094445
110,000518,0.9978815954680452,3.6779767121572453,9.648121912930288
111,000519,1.2009485870359797,4.567223852664705,11.141112182577954
112,000520,1.2502361137345988,4.071677451468392,10.134794040315514
113,000521,1.153198653198652,3.8569128021515415,9.14125293352302
114,000523,1.4116336436699335,4.564637444884955,11.639852684628803
115,000524,1.3827416913241435,4.2862356621480675,10.038277511961736
116,000525,1.1270248241376366,4.1767142914374995,10.161013780013704
117,000526,1.46315527842917,5.140397882683251,12.317575016646114
118,000528,1.1670236979515312,4.153646993327576,10.032721053022978
119,000529,1.1929653367634323,3.559718969555031,8.745511447866924
120,000530,1.3083494831034923,4.16965352449224,9.868522182049707
121,000531,1.026586276198675,4.040848108062977,9.630367901551088
122,000532,1.458378970427153,5.099715099715091,11.928540726413065
123,000533,1.2487531172069781,4.118925417302442,10.389467750087476
124,000534,1.3283863368669007,4.604678792679136,11.509227871939732
125,000536,1.2302648171500647,4.477611940298518,10.730097208764413
126,000537,1.4020334632379046,5.002162725210308,12.62400539887451
127,000538,0.9501562351074633,3.3819421461151755,7.65888213507702
128,000539,0.7861664350779654,2.783863225736858,7.7839944328462085
129,000540,1.1932658284642097,4.840890155842063,11.426132178984226
130,000541,0.9225106182161347,3.1923505976095647,7.943785562487147
131,000543,1.0400108609220076,3.7252874423025246,9.76300697851172
132,000544,1.2237762237762289,3.966005665722379,8.697262308580253
133,000545,1.3625834961866836,4.574409067670313,11.837662337662332
134,000546,1.3097780366271934,5.320019738178865,12.35083744806175
135,000547,1.4675220818577004,4.6774695313919326,10.54505488777003
136,000548,1.1553403224948076,4.037566678016119,11.195974052002338
137,000550,1.3852614187863561,4.665622335779391,10.558155214006561
138,000551,1.1764705882352913,4.138842137647723,10.12872200263505
139,000552,1.5265420065559197,4.446201141853323,10.57426620641217
140,000553,1.437371663244359,4.159132007233265,10.337078651685392
141,000554,1.1446908001066978,3.8319814495682722,10.647447790304929
142,000555,1.4625204582651419,5.138461538461536,11.89648809264346
143,000557,1.2123026266556896,4.683973693319494,12.078286167680508
144,000558,1.3014139907090287,5.163711340206183,12.721072374806527
145,000559,1.2411347517730547,4.060913705583748,11.567874268785616
146,000560,1.2755102040816395,4.335260115606934,11.362206507788702
147,000561,1.223341109275514,4.936692168654159,11.243740515933235
148,000563,1.253132832080196,4.186489058039957,11.984282907662088
149,000564,1.1420454545454615,4.289803702176146,10.029920953017143
150,000565,1.5857841840146591,4.88410011598393,11.72621065858232
151,000566,1.1869392010127007,4.595334738002429,11.035405542058726
152,000567,1.2945560022010962,5.078354978354973,12.336468129571573
153,000568,1.1153649503049052,4.255500264882073,9.359103475513432
154,000570,1.2718600953895083,4.545454545454552,11.458185683912127
155,000571,1.269841269841271,4.26270456503014,11.170483460559794
156,000572,1.20528050436353,4.373252394532178,10.69319734693197
157,000573,1.2475062344139636,3.726803726803736,9.900349076588013
158,000576,1.1666666666666714,4.716981132075468,11.576665352778866
159,000581,1.2112611995579345,4.177686644929241,9.756523649947823
160,000582,1.1758690047519864,4.101467160290682,10.052808348455882
161,000584,1.0724298585883487,4.355803749501386,11.503348852405452
162,000585,1.2594471750964642,4.542024013722138,10.293704292527822
163,000586,1.341156747694888,4.708520179372196,11.192623807202054
164,000587,1.450530857532347,5.289463013381219,12.330015797788315
165,000589,1.1569983042319587,4.047811837285517,9.230062630480175
166,000590,1.3782542113323102,5.177111716621252,11.240875912408766
167,000591,1.2873031770296106,4.299765807962528,11.05566318317008
168,000592,1.7320820065918154,4.863782215046303,11.72375604011689
169,000593,1.3879681903721253,4.443822151102977,9.689670138888888
170,000595,1.356238975381559,5.1470570088845,12.12930872986136
171,000596,1.4155262455685516,4.729385191559701,11.431971575223853
172,000597,1.1730205278592298,4.174757281553395,10.07905384375973
173,000598,1.1574136308643583,3.6316726397264776,9.663296177055866
174,000599,1.1718749999999982,3.8155802861685246,9.156976744186045
175,000600,1.1804634860507908,3.53079805324391,9.423033375074043
176,000601,1.058459787066146,3.822444392776877,8.511997533697569
177,000603,1.3271400132713953,4.689655172413791,11.317931117893263
178,000605,1.1514650934119903,4.3563847248057765,12.14457402929882
